CustomerID,Age,Gender,Tenure,Contract,PaymentMethod,SubscriptionPlan,MonthlyCharges,TotalCharges,LastLoginDays,JoinMonth,Churn,ChurnLabel,TenureBucket,AgeGroup,ChargeBracket,AutoPay
CUST-03526,64,Female,20,One Year,Mailed Check,Basic,31.59,631.18,6,2023-03,0,No,12–24 months,60+,Mid ($30–55),0
CUST-03527,32,Female,23,Month-to-Month,Mailed Check,Standard,64.21,1469.67,2,2022-04,1,Yes,12–24 months,26–35,High ($55–75),0
CUST-03528,65,Male,57,One Year,Electronic Check,Basic,21.47,1228.61,2,2023-12,0,No,24+ months,60+,Low (<$30),0
CUST-03529,63,Male,42,Two Year,Electronic Check,Premium,90.76,3812.58,26,2023-01,0,No,24+ months,60+,Very High (>$75),0
CUST-03530,57,Female,9,Two Year,Electronic Check,Basic,23.46,209.13,20,2023-06,0,No,3–12 months,46–60,Low (<$30),0
CUST-03531,35,Male,1,Month-to-Month,Electronic Check,Basic,30.32,31.51,8,2023-04,1,Yes,0–3 months,26–35,Mid ($30–55),0
CUST-03532,59,Female,20,One Year,Mailed Check,Standard,54.35,1081.82,1,2022-01,0,No,12–24 months,46–60,Mid ($30–55),0
CUST-03533,37,Female,62,Month-to-Month,Bank Transfer (Auto),Premium,82.91,5138.98,8,2022-02,1,Yes,24+ months,36–45,Very High (>$75),1
CUST-03534,23,Male,72,Month-to-Month,Mailed Check,Premium,94.29,6791.33,5,2022-02,1,Yes,24+ months,18–25,Very High (>$75),0
CUST-03535,29,Female,72,Month-to-Month,Credit Card (Auto),Basic,21.56,1546.84,22,2023-04,0,No,24+ months,26–35,Low (<$30),1
CUST-03536,19,Male,67,Month-to-Month,Credit Card (Auto),Basic,30.89,2074.61,1,2022-08,0,No,24+ months,18–25,Mid ($30–55),1
CUST-03537,24,Female,27,Month-to-Month,Credit Card (Auto),Standard,59.46,1605.84,9,2022-01,0,No,24+ months,18–25,High ($55–75),1
CUST-03538,33,Male,18,One Year,Credit Card (Auto),Premium,83.15,1503.93,13,2023-03,0,No,12–24 months,26–35,Very High (>$75),1
CUST-03539,20,Female,47,One Year,Bank Transfer (Auto),Standard,55.78,2628.6,63,2023-05,1,Yes,24+ months,18–25,High ($55–75),1
CUST-03540,62,Male,43,Month-to-Month,Bank Transfer (Auto),Standard,50.42,2167.95,1,2023-05,1,Yes,24+ months,60+,Mid ($30–55),1
CUST-03541,20,Male,24,Month-to-Month,Electronic Check,Basic,33.65,801.51,1,2022-03,0,No,12–24 months,18–25,Mid ($30–55),0
CUST-03542,44,Female,2,Month-to-Month,Bank Transfer (Auto),Basic,34.45,73.63,66,2023-09,1,Yes,0–3 months,36–45,Mid ($30–55),1
CUST-03543,67,Male,72,Month-to-Month,Bank Transfer (Auto),Standard,60.44,4350.05,7,2023-12,0,No,24+ months,60+,High ($55–75),1
CUST-03544,60,Female,19,Two Year,Mailed Check,Basic,32.43,618.06,20,2023-12,0,No,12–24 months,46–60,Mid ($30–55),0
CUST-03545,57,Male,14,One Year,Bank Transfer (Auto),Basic,19.39,263.61,22,2022-12,0,No,12–24 months,46–60,Low (<$30),1
CUST-03546,55,Female,31,Two Year,Mailed Check,Basic,24.52,762.75,5,2022-05,0,No,24+ months,46–60,Low (<$30),0
CUST-03547,50,Male,35,One Year,Mailed Check,Standard,53.61,1873.82,3,2023-01,0,No,24+ months,46–60,Mid ($30–55),0
CUST-03548,45,Female,7,Month-to-Month,Mailed Check,Basic,27.59,189.81,4,2023-09,1,Yes,3–12 months,36–45,Low (<$30),0
CUST-03549,18,Male,58,Month-to-Month,Bank Transfer (Auto),Standard,51.11,2973.98,21,2022-07,0,No,24+ months,18–25,Mid ($30–55),1
CUST-03550,25,Male,10,Month-to-Month,Credit Card (Auto),Premium,87.57,874.35,27,2022-01,0,No,3–12 months,18–25,Very High (>$75),1
CUST-03551,54,Male,6,Month-to-Month,Credit Card (Auto),Basic,29.11,178.22,18,2023-05,0,No,3–12 months,46–60,Low (<$30),1
CUST-03552,49,Female,16,Two Year,Bank Transfer (Auto),Standard,50.24,806.39,8,2023-01,0,No,12–24 months,46–60,Mid ($30–55),1
CUST-03553,65,Male,41,Month-to-Month,Electronic Check,Premium,80.23,3281.52,4,2022-11,1,Yes,24+ months,60+,Very High (>$75),0
CUST-03554,60,Female,72,Month-to-Month,Credit Card (Auto),Basic,18.59,1343.44,8,2023-05,1,Yes,24+ months,46–60,Low (<$30),1
CUST-03555,54,Female,53,One Year,Electronic Check,Basic,30.93,1635.75,36,2023-12,0,No,24+ months,46–60,Mid ($30–55),0
CUST-03556,21,Male,72,Two Year,Credit Card (Auto),Basic,23.62,1706.62,29,2023-12,0,No,24+ months,18–25,Low (<$30),1
CUST-03557,47,Female,4,Month-to-Month,Electronic Check,Standard,51.82,209.43,5,2023-01,0,No,3–12 months,46–60,Mid ($30–55),0
CUST-03558,23,Male,2,One Year,Mailed Check,Standard,61.22,118.78,5,2022-04,0,No,0–3 months,18–25,High ($55–75),0
CUST-03559,63,Male,26,Month-to-Month,Bank Transfer (Auto),Basic,20.43,528.31,22,2022-05,1,Yes,24+ months,60+,Low (<$30),1
CUST-03560,71,Female,10,Month-to-Month,Bank Transfer (Auto),Premium,85.25,857.13,8,2023-11,0,No,3–12 months,60+,Very High (>$75),1
CUST-03561,36,Female,56,Month-to-Month,Mailed Check,Standard,60.65,3397.4,12,2023-02,1,Yes,24+ months,36–45,High ($55–75),0
CUST-03562,49,Female,35,Month-to-Month,Bank Transfer (Auto),Basic,27.75,974.62,8,2023-04,0,No,24+ months,46–60,Low (<$30),1
CUST-03563,26,Male,72,One Year,Mailed Check,Premium,87.41,6286.69,4,2022-06,0,No,24+ months,26–35,Very High (>$75),0
CUST-03564,29,Male,9,Month-to-Month,Electronic Check,Basic,20.67,191.77,3,2022-02,1,Yes,3–12 months,26–35,Low (<$30),0
CUST-03565,28,Male,21,One Year,Bank Transfer (Auto),Standard,51.07,1068.88,2,2023-01,0,No,12–24 months,26–35,Mid ($30–55),1
CUST-03566,63,Female,22,Two Year,Electronic Check,Basic,27.89,615.98,0,2023-11,0,No,12–24 months,60+,Low (<$30),0
CUST-03567,33,Female,8,Month-to-Month,Bank Transfer (Auto),Standard,48.39,379.41,4,2023-06,1,Yes,3–12 months,26–35,Mid ($30–55),1
CUST-03568,18,Female,28,One Year,Electronic Check,Basic,32.77,913.99,2,2022-04,1,Yes,24+ months,18–25,Mid ($30–55),0
CUST-03569,62,Male,18,Month-to-Month,Mailed Check,Standard,53.95,974.08,4,2023-04,1,Yes,12–24 months,60+,Mid ($30–55),0
CUST-03570,70,Male,18,Month-to-Month,Mailed Check,Basic,25.07,446.74,1,2022-04,0,No,12–24 months,60+,Low (<$30),0
CUST-03571,38,Male,14,One Year,Electronic Check,Standard,52.38,740.93,6,2023-04,0,No,12–24 months,36–45,Mid ($30–55),0
CUST-03572,47,Male,1,One Year,Mailed Check,Basic,32.89,36.11,11,2023-09,1,Yes,0–3 months,46–60,Mid ($30–55),0
CUST-03573,30,Male,23,Month-to-Month,Bank Transfer (Auto),Basic,28.91,672.34,43,2023-05,1,Yes,12–24 months,26–35,Low (<$30),1
CUST-03574,51,Female,13,Two Year,Credit Card (Auto),Basic,25.64,331.23,6,2022-03,0,No,12–24 months,46–60,Low (<$30),1
CUST-03575,21,Female,1,Month-to-Month,Credit Card (Auto),Basic,27.94,18.62,0,2023-12,0,No,0–3 months,18–25,Low (<$30),1
CUST-03576,45,Female,11,Two Year,Bank Transfer (Auto),Standard,54.46,600.58,6,2022-06,0,No,3–12 months,36–45,Mid ($30–55),1
CUST-03577,55,Male,10,Month-to-Month,Mailed Check,Premium,85.9,855.78,25,2023-07,0,No,3–12 months,46–60,Very High (>$75),0
CUST-03578,48,Male,15,Month-to-Month,Mailed Check,Premium,84.07,1260.01,6,2022-02,1,Yes,12–24 months,46–60,Very High (>$75),0
CUST-03579,44,Female,4,Month-to-Month,Electronic Check,Premium,84.97,343.5,5,2023-10,1,Yes,3–12 months,36–45,Very High (>$75),0
CUST-03580,22,Male,22,Month-to-Month,Mailed Check,Basic,23.34,517.49,37,2023-02,0,No,12–24 months,18–25,Low (<$30),0
CUST-03581,42,Female,37,One Year,Credit Card (Auto),Basic,19.31,705.02,5,2022-03,0,No,24+ months,36–45,Low (<$30),1
CUST-03582,20,Male,31,One Year,Mailed Check,Standard,48.62,1512.61,52,2022-07,1,Yes,24+ months,18–25,Mid ($30–55),0
CUST-03583,50,Male,52,Month-to-Month,Mailed Check,Premium,80.95,4209.27,26,2023-11,0,No,24+ months,46–60,Very High (>$75),0
CUST-03584,21,Female,19,Month-to-Month,Electronic Check,Standard,52.27,994.26,17,2022-11,1,Yes,12–24 months,18–25,Mid ($30–55),0
CUST-03585,42,Male,23,Month-to-Month,Electronic Check,Standard,63.13,1447.95,13,2023-03,1,Yes,12–24 months,36–45,High ($55–75),0
CUST-03586,37,Female,53,Month-to-Month,Electronic Check,Basic,28.38,1502.56,3,2023-06,0,No,24+ months,36–45,Low (<$30),0
CUST-03587,51,Female,17,One Year,Bank Transfer (Auto),Basic,34.28,586.97,19,2022-04,0,No,12–24 months,46–60,Mid ($30–55),1
CUST-03588,43,Male,38,One Year,Mailed Check,Standard,53.76,2048.41,6,2022-03,0,No,24+ months,36–45,Mid ($30–55),0
CUST-03589,22,Male,18,Two Year,Bank Transfer (Auto),Standard,54.82,984.5,9,2023-04,0,No,12–24 months,18–25,Mid ($30–55),1
CUST-03590,52,Female,17,Month-to-Month,Mailed Check,Basic,30.23,517.73,1,2022-08,1,Yes,12–24 months,46–60,Mid ($30–55),0
CUST-03591,45,Female,45,Month-to-Month,Credit Card (Auto),Premium,87.81,3946.61,5,2022-08,0,No,24+ months,36–45,Very High (>$75),1
CUST-03592,46,Male,6,One Year,Bank Transfer (Auto),Premium,86.96,528.4,11,2022-04,0,No,3–12 months,46–60,Very High (>$75),1
CUST-03593,26,Female,13,Two Year,Bank Transfer (Auto),Premium,87.77,1143.21,9,2023-04,0,No,12–24 months,26–35,Very High (>$75),1
CUST-03594,69,Male,8,One Year,Mailed Check,Premium,87.92,708.86,6,2022-04,0,No,3–12 months,60+,Very High (>$75),0
CUST-03595,55,Male,14,Month-to-Month,Mailed Check,Basic,31.01,433.68,9,2022-06,0,No,12–24 months,46–60,Mid ($30–55),0
CUST-03596,67,Male,8,Month-to-Month,Credit Card (Auto),Premium,89.35,709.38,20,2023-10,0,No,3–12 months,60+,Very High (>$75),1
CUST-03597,23,Male,27,One Year,Electronic Check,Standard,64.26,1733.6,9,2022-06,1,Yes,24+ months,18–25,High ($55–75),0
CUST-03598,36,Male,51,One Year,Electronic Check,Premium,94.11,4797.24,10,2023-06,0,No,24+ months,36–45,Very High (>$75),0
CUST-03599,61,Female,49,Two Year,Mailed Check,Basic,25.16,1229.49,18,2022-12,0,No,24+ months,60+,Low (<$30),0
CUST-03600,28,Male,14,Month-to-Month,Bank Transfer (Auto),Standard,48.6,674.64,27,2022-08,0,No,12–24 months,26–35,Mid ($30–55),1
CUST-03601,19,Male,72,Two Year,Electronic Check,Basic,18.18,1314.14,11,2023-02,1,Yes,24+ months,18–25,Low (<$30),0
CUST-03602,64,Male,28,Month-to-Month,Bank Transfer (Auto),Basic,20.08,553.97,44,2022-07,0,No,24+ months,60+,Low (<$30),1
CUST-03603,61,Female,16,Two Year,Mailed Check,Premium,79.26,1275.91,6,2022-02,0,No,12–24 months,60+,Very High (>$75),0
CUST-03604,61,Female,57,Two Year,Mailed Check,Premium,84.34,4800.88,4,2022-08,0,No,24+ months,60+,Very High (>$75),0
CUST-03605,26,Male,41,One Year,Mailed Check,Standard,48.89,2014.09,17,2022-11,0,No,24+ months,26–35,Mid ($30–55),0
CUST-03606,38,Male,44,One Year,Mailed Check,Standard,58.61,2588.61,2,2023-05,0,No,24+ months,36–45,High ($55–75),0
CUST-03607,41,Male,6,Month-to-Month,Electronic Check,Standard,51.22,305.29,34,2022-10,1,Yes,3–12 months,36–45,Mid ($30–55),0
CUST-03608,51,Male,20,Month-to-Month,Electronic Check,Basic,26.73,544.36,7,2022-07,1,Yes,12–24 months,46–60,Low (<$30),0
CUST-03609,39,Male,63,Month-to-Month,Electronic Check,Premium,79.74,5031.0,17,2022-06,0,No,24+ months,36–45,Very High (>$75),0
CUST-03610,20,Male,22,Month-to-Month,Bank Transfer (Auto),Standard,62.06,1356.97,12,2022-09,0,No,12–24 months,18–25,High ($55–75),1
CUST-03611,29,Male,36,Month-to-Month,Bank Transfer (Auto),Standard,61.25,2213.95,0,2023-07,0,No,24+ months,26–35,High ($55–75),1
CUST-03612,45,Female,28,Month-to-Month,Mailed Check,Premium,84.56,2358.53,18,2022-05,1,Yes,24+ months,36–45,Very High (>$75),0
CUST-03613,47,Male,59,Two Year,Bank Transfer (Auto),Standard,63.47,3738.37,23,2022-05,0,No,24+ months,46–60,High ($55–75),1
CUST-03614,43,Female,10,Month-to-Month,Mailed Check,Standard,51.15,513.19,60,2023-10,1,Yes,3–12 months,36–45,Mid ($30–55),0
CUST-03615,65,Female,27,One Year,Electronic Check,Premium,91.83,2471.02,8,2022-03,0,No,24+ months,60+,Very High (>$75),0
CUST-03616,38,Female,4,One Year,Electronic Check,Premium,87.27,342.31,10,2022-04,0,No,3–12 months,36–45,Very High (>$75),0
CUST-03617,45,Male,37,Month-to-Month,Credit Card (Auto),Premium,83.59,3101.9,31,2022-12,0,No,24+ months,36–45,Very High (>$75),1
CUST-03618,43,Male,42,Month-to-Month,Bank Transfer (Auto),Standard,49.42,2085.53,4,2022-06,0,No,24+ months,36–45,Mid ($30–55),1
CUST-03619,50,Male,1,Month-to-Month,Bank Transfer (Auto),Basic,20.9,26.86,3,2023-09,0,No,0–3 months,46–60,Low (<$30),1
CUST-03620,38,Female,36,One Year,Mailed Check,Basic,32.66,1176.06,2,2022-10,0,No,24+ months,36–45,Mid ($30–55),0
CUST-03621,52,Male,17,One Year,Bank Transfer (Auto),Basic,28.31,489.28,57,2022-08,0,No,12–24 months,46–60,Low (<$30),1
CUST-03622,69,Female,4,Month-to-Month,Bank Transfer (Auto),Standard,52.02,200.32,4,2023-11,1,Yes,3–12 months,60+,Mid ($30–55),1
CUST-03623,51,Female,17,Two Year,Electronic Check,Basic,26.42,458.0,21,2023-05,0,No,12–24 months,46–60,Low (<$30),0
CUST-03624,58,Male,6,Month-to-Month,Credit Card (Auto),Standard,49.82,295.95,8,2022-06,0,No,3–12 months,46–60,Mid ($30–55),1
CUST-03625,68,Female,17,One Year,Electronic Check,Premium,79.67,1361.62,4,2022-05,0,No,12–24 months,60+,Very High (>$75),0
CUST-03626,64,Male,15,Month-to-Month,Electronic Check,Premium,93.42,1404.67,36,2022-10,0,No,12–24 months,60+,Very High (>$75),0
CUST-03627,35,Male,42,One Year,Electronic Check,Basic,25.77,1091.55,9,2022-12,0,No,24+ months,26–35,Low (<$30),0
CUST-03628,28,Male,47,Two Year,Bank Transfer (Auto),Basic,24.14,1141.87,12,2023-02,0,No,24+ months,26–35,Low (<$30),1
CUST-03629,40,Male,29,One Year,Bank Transfer (Auto),Premium,94.12,2737.24,3,2022-03,0,No,24+ months,36–45,Very High (>$75),1
CUST-03630,65,Female,1,Month-to-Month,Bank Transfer (Auto),Standard,54.77,57.41,5,2023-08,1,Yes,0–3 months,60+,Mid ($30–55),1
CUST-03631,39,Male,72,Month-to-Month,Credit Card (Auto),Premium,83.71,6033.78,20,2022-04,0,No,24+ months,36–45,Very High (>$75),1
CUST-03632,34,Male,37,Two Year,Mailed Check,Premium,82.63,3062.45,6,2022-04,0,No,24+ months,26–35,Very High (>$75),0
CUST-03633,22,Female,1,Month-to-Month,Mailed Check,Standard,57.6,50.83,10,2022-08,1,Yes,0–3 months,18–25,High ($55–75),0
CUST-03634,61,Female,54,Month-to-Month,Bank Transfer (Auto),Standard,57.48,3106.89,1,2022-04,0,No,24+ months,60+,High ($55–75),1
CUST-03635,28,Male,7,One Year,Credit Card (Auto),Standard,48.27,330.85,28,2023-07,0,No,3–12 months,26–35,Mid ($30–55),1
CUST-03636,47,Female,27,Month-to-Month,Electronic Check,Standard,59.11,1603.36,20,2023-03,0,No,24+ months,46–60,High ($55–75),0
CUST-03637,32,Female,20,Month-to-Month,Credit Card (Auto),Standard,61.39,1219.12,21,2023-01,0,No,12–24 months,26–35,High ($55–75),1
CUST-03638,44,Male,17,Two Year,Electronic Check,Premium,88.46,1513.56,2,2022-05,0,No,12–24 months,36–45,Very High (>$75),0
CUST-03639,52,Male,70,Month-to-Month,Bank Transfer (Auto),Premium,92.78,6492.61,10,2023-03,1,Yes,24+ months,46–60,Very High (>$75),1
CUST-03640,50,Male,18,Month-to-Month,Bank Transfer (Auto),Basic,22.69,401.83,0,2023-06,1,Yes,12–24 months,46–60,Low (<$30),1
CUST-03641,37,Female,2,One Year,Credit Card (Auto),Premium,81.25,171.21,5,2022-05,0,No,0–3 months,36–45,Very High (>$75),1
CUST-03642,33,Female,72,Two Year,Electronic Check,Standard,59.84,4299.39,6,2023-06,1,Yes,24+ months,26–35,High ($55–75),0
CUST-03643,51,Female,72,Month-to-Month,Electronic Check,Premium,81.2,5845.8,36,2022-10,0,No,24+ months,46–60,Very High (>$75),0
CUST-03644,19,Female,36,One Year,Electronic Check,Basic,19.54,708.84,73,2023-06,0,No,24+ months,18–25,Low (<$30),0
CUST-03645,52,Male,20,One Year,Bank Transfer (Auto),Basic,19.63,388.94,14,2022-07,0,No,12–24 months,46–60,Low (<$30),1
CUST-03646,57,Male,3,Month-to-Month,Bank Transfer (Auto),Basic,31.05,93.73,10,2022-10,1,Yes,0–3 months,46–60,Mid ($30–55),1
CUST-03647,45,Male,50,Month-to-Month,Credit Card (Auto),Basic,18.48,928.01,8,2022-04,0,No,24+ months,36–45,Low (<$30),1
CUST-03648,64,Female,2,Month-to-Month,Mailed Check,Basic,22.91,54.86,0,2023-10,1,Yes,0–3 months,60+,Low (<$30),0
CUST-03649,56,Female,2,One Year,Electronic Check,Premium,80.19,152.43,24,2022-09,1,Yes,0–3 months,46–60,Very High (>$75),0
CUST-03650,23,Male,24,Two Year,Electronic Check,Standard,60.82,1452.82,16,2023-01,0,No,12–24 months,18–25,High ($55–75),0
CUST-03651,26,Female,5,Month-to-Month,Electronic Check,Premium,86.55,432.93,15,2023-04,0,No,3–12 months,26–35,Very High (>$75),0
CUST-03652,37,Male,1,Two Year,Bank Transfer (Auto),Standard,51.48,49.85,24,2023-01,0,No,0–3 months,36–45,Mid ($30–55),1
CUST-03653,18,Male,17,One Year,Credit Card (Auto),Basic,30.75,520.97,39,2022-03,0,No,12–24 months,18–25,Mid ($30–55),1
CUST-03654,25,Male,4,Month-to-Month,Credit Card (Auto),Standard,60.75,238.94,7,2023-03,0,No,3–12 months,18–25,High ($55–75),1
CUST-03655,40,Male,5,One Year,Mailed Check,Premium,86.88,435.61,8,2023-05,0,No,3–12 months,36–45,Very High (>$75),0
CUST-03656,20,Male,2,Month-to-Month,Electronic Check,Standard,52.68,113.03,55,2022-03,1,Yes,0–3 months,18–25,Mid ($30–55),0
CUST-03657,21,Male,7,Two Year,Electronic Check,Basic,27.96,188.94,16,2022-03,0,No,3–12 months,18–25,Low (<$30),0
CUST-03658,42,Male,40,One Year,Bank Transfer (Auto),Premium,93.86,3748.71,28,2023-07,0,No,24+ months,36–45,Very High (>$75),1
CUST-03659,64,Male,52,One Year,Credit Card (Auto),Basic,18.87,984.66,3,2022-04,0,No,24+ months,60+,Low (<$30),1
CUST-03660,55,Female,19,One Year,Electronic Check,Standard,52.53,989.19,5,2022-03,0,No,12–24 months,46–60,Mid ($30–55),0
CUST-03661,32,Male,22,One Year,Electronic Check,Standard,52.83,1165.74,7,2023-09,0,No,12–24 months,26–35,Mid ($30–55),0
CUST-03662,38,Female,1,Two Year,Bank Transfer (Auto),Basic,28.73,25.02,5,2023-04,1,Yes,0–3 months,36–45,Low (<$30),1
CUST-03663,52,Male,2,One Year,Bank Transfer (Auto),Basic,29.06,55.28,32,2023-12,0,No,0–3 months,46–60,Low (<$30),1
CUST-03664,70,Male,9,Two Year,Electronic Check,Premium,81.5,731.61,10,2023-07,1,Yes,3–12 months,60+,Very High (>$75),0
CUST-03665,70,Male,25,One Year,Credit Card (Auto),Premium,81.66,2038.49,46,2022-06,0,No,24+ months,60+,Very High (>$75),1
CUST-03666,63,Male,43,Month-to-Month,Electronic Check,Standard,63.77,2748.93,5,2023-05,0,No,24+ months,60+,High ($55–75),0
CUST-03667,69,Female,29,Two Year,Credit Card (Auto),Basic,30.85,903.57,0,2022-04,0,No,24+ months,60+,Mid ($30–55),1
CUST-03668,31,Male,15,One Year,Electronic Check,Basic,33.87,509.01,2,2023-05,0,No,12–24 months,26–35,Mid ($30–55),0
CUST-03669,53,Female,4,One Year,Electronic Check,Basic,32.09,130.0,3,2022-02,1,Yes,3–12 months,46–60,Mid ($30–55),0
CUST-03670,29,Female,48,Two Year,Electronic Check,Standard,54.83,2623.25,15,2023-07,0,No,24+ months,26–35,Mid ($30–55),0
CUST-03671,34,Female,14,Month-to-Month,Electronic Check,Basic,20.06,285.1,2,2023-09,1,Yes,12–24 months,26–35,Low (<$30),0
CUST-03672,56,Female,42,Month-to-Month,Mailed Check,Basic,28.69,1206.66,7,2022-09,1,Yes,24+ months,46–60,Low (<$30),0
CUST-03673,26,Female,23,Month-to-Month,Bank Transfer (Auto),Standard,53.97,1232.32,23,2022-03,0,No,12–24 months,26–35,Mid ($30–55),1
CUST-03674,52,Male,42,One Year,Mailed Check,Standard,55.22,2313.21,1,2023-01,0,No,24+ months,46–60,High ($55–75),0
CUST-03675,30,Female,72,Two Year,Bank Transfer (Auto),Premium,85.23,6130.6,1,2023-12,0,No,24+ months,26–35,Very High (>$75),1
CUST-03676,32,Male,72,Two Year,Mailed Check,Standard,63.91,4594.94,11,2023-06,0,No,24+ months,26–35,High ($55–75),0
CUST-03677,35,Male,24,Month-to-Month,Electronic Check,Standard,49.16,1183.01,17,2023-08,0,No,12–24 months,26–35,Mid ($30–55),0
CUST-03678,68,Male,22,One Year,Credit Card (Auto),Standard,51.27,1136.51,36,2023-03,0,No,12–24 months,60+,Mid ($30–55),1
CUST-03679,50,Female,9,Two Year,Credit Card (Auto),Standard,58.33,530.23,16,2022-02,0,No,3–12 months,46–60,High ($55–75),1
CUST-03680,23,Female,72,One Year,Electronic Check,Standard,63.01,4536.27,43,2023-09,0,No,24+ months,18–25,High ($55–75),0
CUST-03681,44,Male,19,Month-to-Month,Mailed Check,Standard,63.6,1206.48,4,2022-12,0,No,12–24 months,36–45,High ($55–75),0
CUST-03682,40,Female,4,One Year,Bank Transfer (Auto),Standard,57.49,227.69,6,2022-07,0,No,3–12 months,36–45,High ($55–75),1
CUST-03683,44,Male,18,Two Year,Electronic Check,Standard,48.58,876.46,27,2022-11,0,No,12–24 months,36–45,Mid ($30–55),0
CUST-03684,51,Male,4,Two Year,Bank Transfer (Auto),Premium,84.16,333.82,24,2023-10,1,Yes,3–12 months,46–60,Very High (>$75),1
CUST-03685,63,Male,22,One Year,Mailed Check,Standard,63.61,1393.94,16,2023-03,1,Yes,12–24 months,60+,High ($55–75),0
CUST-03686,55,Male,26,Two Year,Electronic Check,Standard,56.49,1470.8,10,2022-07,0,No,24+ months,46–60,High ($55–75),0
CUST-03687,31,Male,13,Month-to-Month,Electronic Check,Premium,90.34,1172.23,0,2023-10,0,No,12–24 months,26–35,Very High (>$75),0
CUST-03688,53,Female,2,Month-to-Month,Bank Transfer (Auto),Basic,22.57,35.42,4,2022-08,1,Yes,0–3 months,46–60,Low (<$30),1
CUST-03689,70,Female,72,Two Year,Electronic Check,Standard,48.42,3476.68,2,2023-11,0,No,24+ months,60+,Mid ($30–55),0
CUST-03690,25,Male,47,Month-to-Month,Electronic Check,Premium,87.82,4123.02,0,2023-11,0,No,24+ months,18–25,Very High (>$75),0
CUST-03691,52,Female,58,Month-to-Month,Bank Transfer (Auto),Standard,62.18,3606.69,22,2023-12,1,Yes,24+ months,46–60,High ($55–75),1
CUST-03692,36,Female,14,Month-to-Month,Bank Transfer (Auto),Basic,34.82,484.56,2,2022-12,1,Yes,12–24 months,36–45,Mid ($30–55),1
CUST-03693,47,Female,45,One Year,Electronic Check,Standard,62.38,2797.58,6,2022-06,0,No,24+ months,46–60,High ($55–75),0
CUST-03694,31,Female,21,One Year,Credit Card (Auto),Basic,27.41,570.07,56,2023-02,0,No,12–24 months,26–35,Low (<$30),1
CUST-03695,37,Male,7,Month-to-Month,Bank Transfer (Auto),Standard,58.34,400.31,7,2022-05,0,No,3–12 months,36–45,High ($55–75),1
CUST-03696,66,Female,4,Two Year,Mailed Check,Basic,32.0,136.97,2,2022-04,0,No,3–12 months,60+,Mid ($30–55),0
CUST-03697,42,Female,13,Two Year,Mailed Check,Standard,48.33,624.55,17,2023-12,0,No,12–24 months,36–45,Mid ($30–55),0
CUST-03698,57,Male,4,Month-to-Month,Bank Transfer (Auto),Standard,64.17,246.98,24,2022-04,1,Yes,3–12 months,46–60,High ($55–75),1
CUST-03699,41,Male,72,Month-to-Month,Electronic Check,Standard,57.02,4108.65,4,2022-09,0,No,24+ months,36–45,High ($55–75),0
CUST-03700,31,Female,1,One Year,Mailed Check,Standard,64.17,58.82,24,2023-03,0,No,0–3 months,26–35,High ($55–75),0
CUST-03701,43,Male,18,One Year,Bank Transfer (Auto),Basic,30.99,559.15,4,2023-06,0,No,12–24 months,36–45,Mid ($30–55),1
CUST-03702,55,Female,19,Month-to-Month,Mailed Check,Basic,20.58,384.03,17,2022-07,0,No,12–24 months,46–60,Low (<$30),0
CUST-03703,40,Male,11,Month-to-Month,Bank Transfer (Auto),Standard,50.8,568.48,1,2023-08,1,Yes,3–12 months,36–45,Mid ($30–55),1
CUST-03704,39,Female,27,Month-to-Month,Mailed Check,Basic,24.0,657.41,8,2023-04,0,No,24+ months,36–45,Low (<$30),0
CUST-03705,65,Male,5,Month-to-Month,Electronic Check,Premium,82.48,415.52,11,2022-11,1,Yes,3–12 months,60+,Very High (>$75),0
CUST-03706,36,Female,49,Month-to-Month,Mailed Check,Standard,55.46,2721.68,19,2022-04,0,No,24+ months,36–45,High ($55–75),0
CUST-03707,63,Female,12,One Year,Mailed Check,Basic,28.26,337.64,15,2022-08,0,No,3–12 months,60+,Low (<$30),0
CUST-03708,68,Male,28,One Year,Bank Transfer (Auto),Basic,25.41,720.72,28,2022-03,0,No,24+ months,60+,Low (<$30),1
CUST-03709,20,Female,40,One Year,Bank Transfer (Auto),Basic,18.95,756.47,3,2023-09,0,No,24+ months,18–25,Low (<$30),1
CUST-03710,59,Male,70,Month-to-Month,Mailed Check,Standard,64.58,4515.39,10,2022-05,1,Yes,24+ months,46–60,High ($55–75),0
CUST-03711,36,Male,57,One Year,Credit Card (Auto),Basic,25.22,1429.85,2,2022-03,0,No,24+ months,36–45,Low (<$30),1
CUST-03712,26,Male,29,Month-to-Month,Electronic Check,Basic,32.46,935.5,9,2023-08,0,No,24+ months,26–35,Mid ($30–55),0
CUST-03713,45,Female,15,Month-to-Month,Electronic Check,Standard,49.25,740.19,11,2022-09,0,No,12–24 months,36–45,Mid ($30–55),0
CUST-03714,37,Male,22,One Year,Mailed Check,Premium,91.76,2013.62,0,2022-03,0,No,12–24 months,36–45,Very High (>$75),0
CUST-03715,62,Male,46,One Year,Electronic Check,Standard,50.94,2346.32,1,2022-10,0,No,24+ months,60+,Mid ($30–55),0
CUST-03716,24,Male,67,Month-to-Month,Bank Transfer (Auto),Premium,89.54,5996.82,27,2023-05,0,No,24+ months,18–25,Very High (>$75),1
CUST-03717,31,Female,3,One Year,Electronic Check,Basic,29.24,95.46,5,2023-09,0,No,0–3 months,26–35,Low (<$30),0
